call_id,call_outcome,rep_id,rep_tenure,cuisine_type,restaurant_type,num_locations,call_duration_min,owner_name_used_in_opening,referral_used,referral_specificity,referral_pivot_quality,research_hook_used,discovery_question_asked,discovery_asked_order_source,discovery_asked_marketing,discovery_asked_priority,discovery_asked_other,rep_used_prospect_answer,prospect_language_mirrored,commission_math_specific,third_party_handling,google_visibility_angle_used,social_proof_used,pos_integration_raised,tried_before_objection_handled,no_commitment_close_used,pricing_disclosed_proactively,specific_time_proposed,email_secured,graceful_exit_on_rejection,call_type
call_092,not_booked,rep_03,senior,Thai,full_service,2,2,True,True,basic,weak,generic,after_pitch,True,False,False,False,implicit,not_mirrored,not_mentioned,reactive_generic,not_used,none,not_applicable,not_raised,False,not_applicable,specific,False,not_applicable,cold_outreach
call_086,not_booked,rep_03,senior,Vietnamese,full_service,1,4,True,True,detailed,not_needed,generic,after_pitch,False,False,False,False,none,not_mirrored,not_mentioned,not_raised,not_used,scale_reference,not_applicable,not_raised,False,not_applicable,not_reached,True,graceful,cold_outreach
call_025,not_booked,rep_03,senior,Vietnamese,full_service,3,4,True,True,basic,not_needed,specific_findings,after_pitch,False,False,True,False,none,not_mirrored,generic,proactive_reframe,not_used,none,not_applicable,not_raised,False,not_applicable,not_reached,True,graceful,cold_outreach
call_128,not_booked,rep_03,senior,unknown,full_service,1,5,True,True,basic,weak,generic,after_pitch,True,False,False,False,implicit,paraphrased,generic,reactive_generic,generic,scale_reference,reactive,not_raised,True,proactive,open_ended,False,graceful,cold_outreach
call_148,not_booked,rep_07,mid,unknown,full_service,1,2,False,True,detailed,not_needed,specific_findings,before_pitch,True,False,False,True,explicit,paraphrased,generic,proactive_reframe,not_used,generic,reactive,not_raised,False,not_applicable,not_reached,False,graceful,cold_outreach
call_109,not_booked,rep_07,mid,unknown,full_service,2,3,False,True,detailed,not_needed,specific_findings,before_pitch,False,True,False,True,implicit,not_mirrored,not_mentioned,not_raised,not_used,generic,not_applicable,not_raised,True,not_applicable,open_ended,False,not_applicable,cold_outreach
call_098,not_booked,rep_03,senior,unknown,full_service,1,4,False,True,detailed,not_needed,generic,after_pitch,True,False,False,False,implicit,not_mirrored,generic,proactive_reframe,generic,generic,reactive,not_raised,False,not_applicable,specific,False,abrupt,cold_outreach
call_102,not_booked,rep_07,mid,unknown,full_service,2,5,True,True,detailed,not_needed,generic,before_pitch,False,False,False,True,implicit,paraphrased,generic,reactive_generic,not_used,generic,not_applicable,not_raised,False,not_applicable,not_reached,False,graceful,cold_outreach
call_097,not_booked,rep_02,senior,unknown,full_service,5,3,False,True,basic,weak,generic,before_pitch,True,False,False,False,implicit,not_mirrored,generic,reactive_generic,not_used,none,not_applicable,not_raised,False,not_applicable,not_reached,False,graceful,cold_outreach
call_038,not_booked,rep_03,senior,unknown,full_service,1,6,False,True,basic,weak,generic,before_pitch,False,False,False,True,implicit,not_mirrored,not_mentioned,not_raised,generic,none,not_applicable,not_raised,True,not_applicable,open_ended,False,graceful,cold_outreach
call_107,not_booked,rep_07,mid,unknown,full_service,1,4,True,True,basic,not_needed,specific_findings,after_pitch,False,False,False,False,implicit,not_mirrored,generic,proactive_reframe,specific,specific_numbers,not_applicable,weak,True,not_applicable,open_ended,False,graceful,cold_outreach
call_091,not_booked,rep_08,mid,unknown,full_service,1,2,True,True,basic,strong,specific_findings,after_pitch,True,False,False,True,none,not_mirrored,not_mentioned,proactive_reframe,generic,none,reactive,not_raised,False,not_applicable,not_reached,False,not_applicable,cold_outreach
call_123,not_booked,rep_04,senior,unknown,full_service,1,5,False,True,basic,weak,generic,after_pitch,False,False,False,True,implicit,not_mirrored,generic,proactive_reframe,generic,generic,not_applicable,not_raised,False,not_applicable,specific,False,not_applicable,cold_outreach
call_103,not_booked,rep_08,mid,unknown,full_service,1,2,True,True,basic,not_needed,generic,before_pitch,True,False,False,True,implicit,not_mirrored,not_mentioned,reactive_generic,generic,none,reactive,not_raised,False,not_applicable,not_reached,False,graceful,cold_outreach
call_088,not_booked,rep_11,new,unknown,unknown,1,6,True,False,not_used,not_needed,generic,before_pitch,True,False,True,True,implicit,not_mirrored,not_mentioned,reactive_generic,not_used,specific_numbers,not_applicable,not_raised,False,not_applicable,not_reached,False,not_applicable,confirmation
call_087,not_booked,rep_13,new,unknown,bakery,1,8,True,False,not_used,not_needed,generic,before_pitch,True,False,False,True,implicit,paraphrased,generic,reactive_generic,not_used,none,not_applicable,not_raised,False,reactive,open_ended,False,graceful,inbound_followup
call_119,not_booked,rep_07,mid,unknown,full_service,1,3,False,True,basic,not_needed,generic,after_pitch,False,False,False,True,implicit,not_mirrored,generic,proactive_reframe,generic,scale_reference,not_applicable,not_raised,False,not_applicable,open_ended,False,graceful,cold_outreach
call_120,not_booked,rep_04,senior,unknown,full_service,1,3,False,False,not_used,not_needed,generic,after_pitch,True,False,False,False,none,not_mirrored,generic,proactive_reframe,not_used,none,not_applicable,not_raised,False,not_applicable,not_reached,False,not_applicable,cold_outreach
call_085,not_booked,rep_09,mid,unknown,unknown,1,12,True,False,not_used,not_needed,specific_findings,before_pitch,False,False,False,True,explicit,paraphrased,not_mentioned,not_raised,generic,none,reactive,not_raised,False,proactive,not_reached,True,not_applicable,inbound_followup
call_084,not_booked,rep_06,mid,unknown,full_service,1,10,True,True,detailed,weak,specific_findings,before_pitch,True,False,False,True,implicit,paraphrased,generic,proactive_reframe,specific,generic,not_applicable,not_raised,True,not_applicable,specific,False,graceful,cold_outreach
call_117,not_booked,rep_08,mid,unknown,full_service,1,3,False,True,basic,not_needed,specific_findings,after_pitch,False,False,False,True,none,not_mirrored,generic,proactive_reframe,generic,none,reactive,not_raised,False,not_applicable,specific,True,graceful,cold_outreach
call_127,not_booked,rep_13,new,unknown,full_service,1,4,True,False,not_used,not_needed,not_used,none,False,False,False,False,none,not_mirrored,not_mentioned,not_raised,not_used,none,not_applicable,not_raised,False,not_applicable,open_ended,False,graceful,inbound_followup
call_138,not_booked,rep_08,mid,unknown,full_service,1,5,False,True,detailed,not_needed,generic,before_pitch,True,False,True,False,implicit,paraphrased,generic,proactive_reframe,not_used,none,not_applicable,not_raised,True,not_applicable,open_ended,False,graceful,cold_outreach
call_018,not_booked,rep_07,mid,unknown,full_service,1,2,True,True,detailed,no_pivot,not_used,none,False,False,False,False,none,not_mirrored,generic,proactive_reframe,not_used,specific_numbers,reactive,weak,False,not_applicable,not_reached,False,graceful,cold_outreach
call_033,not_booked,rep_07,mid,unknown,full_service,2,1,False,True,detailed,weak,generic,after_pitch,False,False,False,True,none,not_mirrored,specific_dollars,proactive_reframe,not_used,specific_numbers,proactive,not_raised,False,not_applicable,open_ended,False,graceful,cold_outreach
call_022,not_booked,rep_03,senior,unknown,quick_service,5,2,True,True,detailed,not_needed,specific_findings,none,False,False,False,False,none,not_mirrored,not_mentioned,not_raised,not_used,none,reactive,not_raised,False,not_applicable,not_reached,False,graceful,cold_outreach
call_023,not_booked,rep_08,mid,unknown,unknown,5,2,True,False,not_used,not_needed,not_used,none,False,False,False,False,none,not_mirrored,generic,proactive_reframe,generic,none,not_applicable,not_raised,False,not_applicable,not_reached,False,graceful,cold_outreach
call_133,not_booked,rep_08,mid,unknown,full_service,1,2,False,True,basic,weak,generic,none,False,False,False,False,none,not_mirrored,not_mentioned,not_raised,generic,none,not_applicable,not_raised,False,not_applicable,not_reached,False,not_applicable,cold_outreach
call_134,not_booked,rep_03,senior,unknown,full_service,1,3,True,True,basic,no_pivot,generic,after_pitch,True,False,False,True,implicit,paraphrased,not_mentioned,not_raised,not_used,none,not_raised,not_raised,False,not_applicable,not_reached,False,graceful,cold_outreach
call_118,not_booked,rep_03,senior,unknown,full_service,1,2,True,True,detailed,strong,specific_findings,none,False,False,False,False,none,not_mirrored,generic,proactive_reframe,not_used,none,not_raised,not_raised,False,not_applicable,specific,False,not_applicable,cold_outreach
call_016,not_booked,rep_06,mid,unknown,full_service,1,2,True,True,detailed,not_needed,generic,none,False,False,False,False,none,not_mirrored,not_mentioned,not_raised,not_used,none,not_applicable,weak,False,not_applicable,not_reached,False,graceful,cold_outreach
call_137,not_booked,rep_06,mid,unknown,full_service,1,16,True,False,not_used,not_needed,specific_findings,after_pitch,True,False,False,True,implicit,paraphrased,not_mentioned,not_raised,specific,none,reactive,not_raised,True,not_applicable,not_reached,False,graceful,inbound_followup
call_032,not_booked,rep_06,mid,unknown,full_service,2,3,False,True,basic,not_needed,specific_findings,none,False,False,False,False,none,not_mirrored,not_mentioned,not_raised,specific,none,not_raised,not_raised,False,not_applicable,not_reached,False,graceful,cold_outreach
call_035,not_booked,rep_14,new,unknown,full_service,3,2,True,False,not_used,not_needed,specific_findings,after_pitch,True,False,False,False,implicit,not_mirrored,generic,reactive_generic,specific,none,not_raised,not_raised,False,not_applicable,not_reached,False,graceful,cold_outreach
call_037,not_booked,rep_04,senior,unknown,full_service,1,4,False,True,detailed,weak,generic,after_pitch,True,False,False,True,none,not_mirrored,not_mentioned,reactive_generic,not_used,none,not_raised,not_raised,False,not_applicable,not_reached,False,graceful,cold_outreach
call_142,not_booked,rep_04,senior,unknown,full_service,1,12,False,True,basic,weak,generic,after_pitch,False,False,False,True,implicit,not_mirrored,generic,proactive_reframe,generic,specific_numbers,not_applicable,not_raised,False,proactive,specific,False,not_applicable,cold_outreach
call_143,not_booked,rep_04,senior,unknown,full_service,1,16,False,True,detailed,strong,specific_findings,before_pitch,True,False,False,False,explicit,paraphrased,generic,proactive_reframe,specific,generic,reactive,not_raised,True,proactive,specific,False,graceful,cold_outreach
call_043,not_booked,rep_14,new,unknown,full_service,1,3,True,True,basic,no_pivot,specific_findings,none,False,False,False,False,none,not_mirrored,not_mentioned,not_raised,specific,none,not_applicable,weak,False,not_applicable,open_ended,False,graceful,cold_outreach
call_042,not_booked,rep_12,new,unknown,full_service,2,7,False,False,not_used,not_needed,not_used,none,False,False,False,False,none,not_mirrored,not_mentioned,not_raised,not_used,none,not_applicable,not_raised,False,not_applicable,not_reached,False,not_applicable,other
call_146,not_booked,rep_08,mid,unknown,full_service,1,7,True,True,basic,no_pivot,specific_findings,before_pitch,True,True,False,True,implicit,not_mirrored,generic,proactive_reframe,specific,generic,proactive,not_raised,False,proactive,not_reached,False,abrupt,cold_outreach
